"Header","Principal Entity Name"
"MHADMI","National Informatics Centre Services Inc"
"MHAMTR","STEP IN STONE WELFARE SOCIETY"
"MHASMS","National Informatics Centre Services Inc"
"MHATMA","National Informatics Centre Services Inc"
"MHAVIR","SHRI MAHAVIR URBAN CO OP BANK LIMITED"
"MHCARE","Moolchand Healthcare Pvt Ltd"
"MHCHHC","Max Healthcare Institute Limited"
"MHCMRF","GOVERNMENT OF MAHARASHTRA ( DIRECTORATE OF INFORMATION TECHNOLOGY)"
"MHCTPA","Max Healthcare Institute Limited"
"MHDIGI","MAGMA HDI GENERAL INSURANCE COMPANY LIMITED"
"MHDLTD","Mahindra Integrated Business Solutions"
"MHDRIP","National Informatics Centre Services Inc"
"MHEKLB","MAHEK LABORATORY"
"MHENDR","MAHENDRA EDUCATIONAL"
"MHESAM","National Informatics Centre Services Inc"
"MHESCH","GOVERNMENT OF MAHARASHTRA ( DIRECTORATE OF INFORMATION TECHNOLOGY)"
"MHFCBK","Svatantra Micro Housing Finance Corporation Limited"
"MHFIND","GOVERNMENT OF MAHARASHTRA ( DIRECTORATE OF INFORMATION TECHNOLOGY)"
"MHFWHO","COMMISSIONER OF FOOD AND DRUGS ADMINISTRATION"
"MHGOLD","MAHESH GRUH UDYOG"
"MHGRAM","PAYSWIFF SOLUTIONS PRIVATE LIMITED"
"MHGTEC","MHG TECHNOLOGIES PRIVATE LIMITED"
"MHKBMC","GOVERNMENT OF MAHARASHTRA ( DIRECTORATE OF INFORMATION TECHNOLOGY)"
"MHLJOB","MY HEALTH"
"MHLXMI","MAHALAXMI MOTOR COMPANY"
"MHMPSC","MAHARASHTRA PUBLIC SERVICE COMMISSION"
"MHNDRA","MAHINDRA AND MAHINDRA LTD"
"MHNEXA","Mahalaxmi Automotives Vehicles Pvt.Ltd"
"MHNGRN","MAHANAGAR URBAN NIDHI LTD."
"MHNPUB","MAHENDRA EDUCATIONAL"
"MHOFIN","MANAPPURAM HOME FINANCE LIMITED"
"MHONDA","KONCEPTWISE DIGITAL MEDIA PVT LTD"
"MHOOD","RHEA HEALTHCARE PVT LTD"
"MHOUSE","MASONS MARK PRIVATE LIMITED"
"MHPECH","ADDITIONAL DIRECT GENERAL OF POLICE TRAFFIC"
"MHPLAN","GOVERNMENT OF MAHARASHTRA ( DIRECTORATE OF INFORMATION TECHNOLOGY)"
"MHPSMS","National Informatics Centre Services Inc"
"MHRAIN","National Informatics Centre Services Inc"
"MHSDAV","KG DIGITAL SOLUTIONS"
"MHSHWR","RS Matrimonial"
"MHSJPN","The Mehsana Jilla Panchayat Karmachari Coop Bank ltd"
"MHSWRI","RS Matrimonial"
"MHSXLN","COMMISSIONER OF FOOD AND DRUGS ADMINISTRATION"
"MHVRGP","MAHAVEER GOLD PALACE"
"MIABTQ","Titan Company Limited"
"MIAIND","MENACHERRY INDUSTRIES"
"MIAJEW","Titan Company Limited"
"MIALRT","Weblink In Pvt Ltd"
"MIAMEX","American Express Banking Corp."
"MIAMIA","MENACHERRY INDUSTRIES"
"MIBBCS","National Informatics Centre Services Inc"
"MIBGHP","Mahindra Insurance Brokers Limited"
"MIBLMR","Mahindra Insurance Brokers Limited"
"MIBOTP","Mahindra Insurance Brokers Limited"
"MIBSHR","Mahindra Integrated Business Solutions"
"MIBSMS","National Informatics Centre Services Inc"
"MICBTS","Michelin India Private Limited"
"MICHAR","Michelin India Private Limited"
"MICHCR","Michelin India Private Limited"
"MICHDP","Michelin India Private Limited"
"MICHIT","Michelin India Private Limited"
"MICHLN","Michelin India Private Limited"
"MICPRS","Michelin India Private Limited"
"MICRED","Xiaomi Communications and Logistics India Private Limited"
"MICRMX","MICROMAX INFORMATICS LTD"
"MICROB","MICROBIOLOGICAL LABORATORY"
"MICROC","MICROCOM DATA CENTRE PVT.LTD."
"MICROM","MICROMAX INFORMATICS LTD"
"MICRON","Micron Technology Operations India LLP"
"MICROW","Microweb Solutions"
"MICSEN","Michelin India Private Limited"
"MIDDAY","MIDDAY INFOMEDIA LTD"
"MIDMMS","National Informatics Centre Services Inc"
"MIECBL","MAKARPURA INDUSTRIAL ESTATE COOP BANK LTD"
"MIETJM","Duggals Software And Services (P) Ltd"
"MIEXAM","ESCUBE MINDSCREEN"
"MIFSMS","AMARBAJAR"
"MIHERO","MIHIR TRADES AND AGENCIES"
"MIHTRA","MIHIR TRADES AND AGENCIES"
"MILIFE","STRIKER SOFT SOLUTIONS PVT LTD"
"MILIJB","Oust Labs India Pvt Ltd"
"MILKKD","MALABAR RURAL DEVELOPMENT FOUNDATION"
"MILKNR","MALABAR RURAL DEVELOPMENT FOUNDATION"
"MILPKD","MALABAR RURAL DEVELOPMENT FOUNDATION"
"MILWYD","MALABAR RURAL DEVELOPMENT FOUNDATION"
"MIMCAR","MY INBOX MEDIA PRIVATE LIMITED"
"MIMHND","MY INBOX MEDIA PRIVATE LIMITED"
"MIMPRP","MY INBOX MEDIA PRIVATE LIMITED"
"MIMSRQ","MY INBOX MEDIA PRIVATE LIMITED"
"MIMTMX","HDFC BANK LIMITED"
"MIMTTP","MY INBOX MEDIA PRIVATE LIMITED"
"MIMTXT","MY INBOX MEDIA PRIVATE LIMITED"
"MINALT","minavo telecom networks pvt ltd"
"MINAVO","minavo telecom networks pvt ltd"
"MINDDR","Cosmos Hospitals Private Limited"
"MINDEW","MOTHERSONSUMI INFOTECH & DESIGN LIMITED"
"MINDHR","Frozenfire Technologies Pvt. Ltd."
"MINDOC","Cosmos Hospitals Private Limited"
"MINDOL","MindFuzz Media Pvt Ltd"
"MINDPT","Directorate of Electronic Delivery of Citizen Services"
"MINDRX","Cosmos Hospitals Private Limited"
"MINDST","Manoj Industries"
"MINDTR","Mindtree Limited"
"MINFIN","minavo telecom networks pvt ltd"
"MINGEO","DEPARTMENT OF MINING AND GEOLOGY KERALA"
"MININB","National Informatics Centre Services Inc"
"MINING","Directorate of Geology and Mining"
"MINOTP","minavo telecom networks pvt ltd"
"MINRDD","National Informatics Centre Services Inc"
"MINSTL","National Informatics Centre Services Inc"
"MINTOK","Mintoak Innovations Pvt Ltd"
"MINTTT","STEELMINT INFO SERVICES LLP"
"MIOSLN","Waffor Retail Solutions Private Limited"
"MIOTVE","TIMES INTERNET LIMITED"
"MIPOSP","Mahindra Insurance Brokers Limited"
"MIRAEA","MIRAE ASSET INVESTMENT MANAGERS (INDIA) PRIVATE LIMITED"
"MIRAEI","MIRAE ASSET INVESTMENT MANAGERS (INDIA) PRIVATE LIMITED"
"MIRCHI","Mirchi E"
"MIRIIN","Mindtree Limited"
"MIRROR","National Informatics Centre Services Inc"
"MIRTRN","ACL MOBILE LIMITED"
"MIRUMP","Mirum Digital Pvt. Ltd."
"MISAJM","Bhagwan Mahesh Education Society Ajmer"
"MISCAL","QUADRANT TELEVENTURES LTD."
"MISDEP","STATE BANK OF INDIA"
"MISDTH","QUADRANT TELEVENTURES LTD."
"MISETS","MOVEINSYNC TECHNOLOGY SOLUTIONS PVT LTD"
"MISION","Mission Academy Samiti"
"MISKTR","Edu Buzz Infotech"
"MISLDY","DEVI COMPUTERS"
"MISMLE","Zeotel Communications Private Limited"
"MISPSI","SMC INSURANCE BROKERS PRIVATE LIMITED"
"MISRVR","Weblink In Pvt Ltd"
"MISSMS","National Informatics Centre Services Inc"
"MISSPL","Maas Infosolutions Private Limited"
"MISUMI","MISUMI INDIA PRIVATE LIMITED"
"MITERA","MITERA HOSPITALS PRIVATE LIMITED"
"MITGAS","MITUL GAS AGENCY"
"MITHRA","Mithra IT Solutions"
"MITHRL","MITHRIL TELECOMMUNICATIONS"
"MITRHA","MITHRA ENTERPRISES"
"MITTAL","MITTAL SECTIONS LTD"
"MIVLAB","MANGLAM IN VITRO LABORATORY"
"MIVSMS","Centre for Good Governance"
"MIXIGO","LE TRAVENUES TECHNOLOGY PRIVATE LIMITED"
"MIZOTX","National Informatics Centre Services Inc"
"MIZPOL","National Informatics Centre Services Inc"
"MJAMIA","MENACHERRY INDUSTRIES"
"MJAMRO","MJUNCTION SERVICES LIMITED"
"MJBOOK","MJUNCTION SERVICES LIMITED"
"MJBRND","MAJOR BRANDS INDIA PRIVATE LIMITED"
"MJBUYJ","MJUNCTION SERVICES LIMITED"
"MJCOAL","MJUNCTION SERVICES LIMITED"
"MJEDGE","MJUNCTION SERVICES LIMITED"
"MJEEBI","BUYSMS"
"MJEMKT","MJUNCTION SERVICES LIMITED"
"MJHRIS","MJUNCTION SERVICES LIMITED"
"MJIBMD","MJUNCTION SERVICES LIMITED"
"MJIOCL","MJUNCTION SERVICES LIMITED"
"MJLIFE","MJ LIFESPACES LLP"
"MJMEED","MJUNCTION SERVICES LIMITED"
"MJMETL","MJUNCTION SERVICES LIMITED"
"MJTEAJ","MJUNCTION SERVICES LIMITED"
"MJUNCT","MJUNCTION SERVICES LIMITED"
"MJVSFS","MJVS Fashion services Pvt ltd"
"MJWIFI","MJUNCTION SERVICES LIMITED"
"MKCLGT","MAHARASHTRA KNOWLEDGE CORPORATION LIMITED"
"MKCLTD","MAHARASHTRA KNOWLEDGE CORPORATION LIMITED"
"MKCLTI","MAHARASHTRA KNOWLEDGE CORPORATION LIMITED"
"MKHSAN","Oswal Education Sanstha"
"MKINFO","MANVIKOMAL INFOTECH PRIVATE LIMITED"
"MKIOSK","PAYSWIFF SOLUTIONS PRIVATE LIMITED"
"MKLASH","M KAILASH PRODUCT"
"MKRILC","Reliance Industries Limited"
"MKRLAM","KERALA STATE INFORMATION TECHNOLOGY MISSION"
"MKSRTC","Directorate of Electronic Delivery of Citizen Services"
"MKTBNK","Marketyard commercial co"
"MKTGKL","SMCM KERALA"
"MKTHUB","MARKET HUB STOCK BROKING PVT.LTD"
"MKTPRD","PANDIT VENTURES PRIVATE LIMITED"
"MKYSMS","MOBISOFT TECHNOLOGY INDIA PVT LTD"
"MLAGRI","DIGITAL INDIA CORPORATION"
"MLAXMI","SRI MAHAALAKSHMI SILKS"
"MLBANK","THE MALPUR NAGRIK SAHAKARI BANK LTD"
"MLBTRN","MLB CAPITAL PVT LTD"
"MLCARE","MYLOANCARE VENTURES PRIVATE LIMITED"
"MLCBNK","MAHALAKSHMI COOPERATIVE"
"MLCIND","MYLOANCARE VENTURES PRIVATE LIMITED"
"MLCLAW","MAANSAROVAR LAW CENTRE"
"MLFLTD","MYSURE LEASING & FINANCE LTD"
"MLIFEE","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MLJEWL","MANOHAR LAL SARRAF & SONS JEWELLERS PVT. LTD."
"MLKBKT","AAIDEA SOLUTIONS PVT. LTD."
"MLKORS","RELIANCE RETAIL LIMITED"
"MLKPOT","Mistwood Farms Private Limited"
"MLLCOM","MAHINDRA AND MAHINDRA LTD"
"MLMHSS","Heptahives Software Solutions"
"MLOYAL","Airkomm Media Private Limited"
"MLTBNK","MOOLATHARA SERVICE CO OPERATIVE BANK"
"MLTILG","MULTI CHANNEL ELECTRONICS PVT.LTD"
"MLTPLR","MULTIPLIER IT SOLUTIONS INDIA PVT LTD"
"MLTSMS","MOS UTILITY PVT LTD"
"MLXMIB","MAHALAXMI AUTOMOTIVE PVT LTD"
"MLZSBR","INFOGEM WEB SOLUTIONS PRIVATE LIMITED"
"MMAGEN","BUYSMS"
"MMAGRI","MAHINDRA AND MAHINDRA LTD"
"MMANDP","Matrimony.com Limited"
"MMARRY","THE MALAYALA MANORAMA COMPANY LTD"
"MMARYC","THE MALAYALA MANORAMA COMPANY LTD"
"MMBHRT","M M BHARATGAS GRAMIN VITRAK"
"MMCBNK","THE MANDVI MERCANTILE CO"
"MMCDAC","Centre for development of Advanced computing"
"MMCEMG","MAHINDRA AND MAHINDRA LTD"
"MMCFTR","MAHINDRA AND MAHINDRA LTD"
"MMCLAD","THE MALAYALA MANORAMA COMPANY LTD"
"MMCLJK","THE MALAYALA MANORAMA COMPANY LTD"
"MMCNAV","MULTIMIND CREATIONS"
"MMCOTP","RIMS BIZZSERVE PRIVATE LIMITED"
"MMCREG","MAHINDRA AND MAHINDRA LTD"
"MMCWKP","MAHINDRA AND MAHINDRA LTD"
"MMEVNT","THE MALAYALA MANORAMA COMPANY LTD"
"MMFSLA","ACL MOBILE LIMITED"
"MMFSLD","ACL MOBILE LIMITED"
"MMFSLH","ACL MOBILE LIMITED"
"MMFSLM","ACL MOBILE LIMITED"
"MMFSLR","ACL MOBILE LIMITED"
"MMFSLT","ACL MOBILE LIMITED"
"MMFUND","Mahindra Asset Management Company Private Limited"
"MMHILA","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"MMHRZN","THE MALAYALA MANORAMA COMPANY LTD"
"MMICRO","MICRO SYNFAB"
"MMINDS","Richium India Private Limited"
"MMIOTP","CE Info Systems Pvt Ltd"
"MMISMS","CE Info Systems Pvt Ltd"
"MMISPT","METAMORPH IT SYSTEMS PRIVATE LIMITED"
"MMITRA","ARMMAN"
"MMKBTS","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKCAM","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKCSA","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKCSU","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFBB","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFBD","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFBU","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFFS","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFPS","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFST","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKFTS","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKIFS","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKMSG","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKOTP","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKPRM","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKREF","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKRPT","MYMONEYKARMA INFOMATICS INDIA PVT LTD"
"MMKTYM","THE MALAYALA MANORAMA COMPANY LTD"
"MMLOTP","MUTHOOT MICROFIN LIMITED"
"MMMOCL","RailTel Corporation of India Ltd."
"MMMSMR","ALEEVA RETAIL SOLUTIONS LLP"
"MMMWOW","Mymoneymantra Fintech Pvt. Ltd."
"MMONEY","spekmac technologies pvt ltd"
"MMONLE","THE MALAYALA MANORAMA COMPANY LTD"
"MMPAGE","THE MALAYALA MANORAMA COMPANY LTD"
"MMPISA","M M BHARATGAS GRAMIN VITRAK"
"MMPLEX","Mahendra NextWealth IT India Pvt Ltd"
"MMPSYH","National Informatics Centre Services Inc"
"MMRADI","DEVI COMPUTERS"
"MMRNWS","MOOKAMBIKA MARKET REVIEWS"
"MMROTP","MOOKAMBIKA MARKET REVIEWS"
"MMSBNK","MANN DESHI MAHILA SAHAKARI BANK LTD., MHASWAD"
"MMSGHB","ACL MOBILE LIMITED"
"MMSOLU","MOBILE MARKETING SOLUTIONS"
"MMSUBS","THE MALAYALA MANORAMA COMPANY LTD"
"MMSURE","THE MALAYALA MANORAMA COMPANY LTD"
"MMTAPP","MAKEMYTRIP (India) Private Limited"
"MMTCEC","MMTC Limited"
"MMTCLT","MMTC Limited"
"MMTRIP","MAKEMYTRIP (India) Private Limited"
"MMTRVL","THE MALAYALA MANORAMA COMPANY LTD"
"MMWALD","OM.CLASSES"
"MMWEBI","THE MALAYALA MANORAMA COMPANY LTD"
"MMWKNR","THE MALAYALA MANORAMA COMPANY LTD"
"MMXBGE","MICROMAX INFORMATICS LTD"
"MMXSER","MICROMAX INFORMATICS LTD"
"MMYDDY","BUYSMS"
"MMYTRP","Easy Trip Planners Limited"
"MNAVNL","mauli navnirman nidhi limited"
"MNBABY","Mother and Baby"
"MNBANK","MAHANAGR NAGRIK SAHAKARI BANK MYDT BAIRAS"
"MNCHNT","Qwikcilver Solutions Private Limited"
"MNCLCB","Monarch Networth Capital Limited"
"MNCLTD","Monarch Networth Capital Limited"
"MNDKRS","MANDOVI MOTORS PVT LTD"
"MNDOAK","Rebel Foods Pvt Ltd"
"MNDWLR","MANDOVI MOTORS PVT LTD"
"MNGALT","Mangalmurti Tours And Travels"
"MNGLAA","MANGLA ENTERPRISE"
"MNGLAE","MANGLA ENTERPRISE"
"MNGLMH","SMS AUTOWHEELS PRIVATE LIMITED"
"MNIAPL","Monarch Networth Capital Limited"
"MNJOBS","APPLECT LEARNING SYSTEMS PVT LTD"
"MNJUVS","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"MNLCPL","MN LIFE CARE PRODUCTS PRIVATE LIMITED"
"MNLIFE","MN LIFE CARE PRODUCTS PRIVATE LIMITED"
"MNMFRM","MAHINDRA AND MAHINDRA LTD"
"MNMHNI","MAnmohini Textile Pvt Ltd"
"MNMOTP","MAHINDRA AND MAHINDRA LTD"
"MNMSMS","MAHINDRA AND MAHINDRA LTD"
"MNMSOL","Ebiosketch Technologies Private Limited"
"MNNTAX","COMPUTER KENDRA"
"MNOHAR","RAJ BUSINESS"
"MNPOFR","PARAHIT TECHNOLOGIES LIMITED"
"MNPURA","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"MNREGA","Ministry of Rural Deveopment"
"MNRERT","National Informatics Centre Services Inc"
"MNRMBK","Manorama Co"
"MNSAYR","Manas Ayurved"
"MNSBKL","THE MEHSANA NAGARIK SAHAKARI BANK LTD"
"MNSBNK","THE MEHSANA NAGARIK SAHAKARI BANK LTD"
"MNSBUY","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSDLV","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSIND","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSINF","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSKSP","MOBILE N STYLE"
"MNSLOY","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSLYL","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSOFF","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSOFR","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSPRI","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSPRM","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSPRO","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSSHP","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSTER","MONSTER.COM (INDIA) PVT LTD"
"MNSTRY","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSTXN","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSVCH","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNSWEB","MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED"
"MNTDOC","MENTCOM INFOTECH PVT LTD"
"MNTOAK","Mintoak Innovations Pvt Ltd"
"MNWITI","Mahendra NextWealth IT India Pvt Ltd"
"MNYTAP","MWYN Tech Private Limited"
"MOADMN","Motilal Oswal Financial services limited"
"MOAGIC","Motilal Oswal Financial services limited"
"MOAMCL","Motilal Oswal Financial services limited"
"MOAPMS","Motilal Oswal Financial services limited"
"MOBAIN","MOBA MOBILE AUTOMATION INDIA PRIVATE LIMITED"
"MOBAIR","MOBONAIR WIRELESS PRIVATE LIMITED"
"MOBGOV","Directorate of Electronic Delivery of Citizen Services"
"MOBHOT","MOBILE HOT SPOT"
"MOBICO","MOBICO COMODO PVT LTD"
"MOBIEZ","Mobicollector Solutions Pvt Limited"
"MOBIKW","ONE MOBIKWIK SYSTEM PRIVATE LIMITED"
"MOBINN","MOBIZ INNOVATIONS AND RESEARCH PVT LTD"
"MOBISA","MOBISAFAR SERVICES PRIVATE LIMITED"
"MOBISH","MOBISHASTRA TECHNOLOGIES PRIVATE LIMITED"
"MOBISL","Mobishaala Edutech Pvt Ltd"
"MOBISY","Mobisy Technologies Private Limited"
"MOBITE","VAS Mobitech Private Limited"
"MOBITR","MOBIROUTE"
"MOBIZZ","MOBIZ INNOVATIONS AND RESEARCH PVT LTD"
"MOBKAR","Directorate of Electronic Delivery of Citizen Services"
"MOBNXT","Richium India Private Limited"
"MOBONR","MOBONAIR WIRELESS PRIVATE LIMITED"
"MOBSFT","MOBISOFT TECHNOLOGY INDIA PVT LTD"
"MOBSHA","MOBISHASTRA TECHNOLOGIES PRIVATE LIMITED"
"MOBSMS","MOBISHASTRA TECHNOLOGIES PRIVATE LIMITED"
"MOBSTO","TALK TIME MOBILE STORE"
"MOBTEC","MOBISHASTRA TECHNOLOGIES PRIVATE LIMITED"
"MOBUNI","UNIMOBILE MESSAGING SOLUTIONS LLP"
"MOBWLD","MOBILE WORLD"
"MOCARE","RELIANCE RETAIL LIMITED"
"MOCBPL","Motilal Oswal Financial services limited"
"MOCHIS","Metro Brands Limited"
"MODCER","National Informatics Centre Services Inc"
"MODELB","Model Co"
"MODELJ","Heptahives Software Solutions"
"MODENQ","MOD MART"
"MODERN","MODERN INFORMATICS PRIVATE LIMITED"
"MODICA","MODICARE LIMITED"
"MODIHY","MODI MOTORS AGENCIES PVT LTD"
"MODLAB","Connection Loops"
"MODMRT","MOD MART"
"MODNAG","THE MODASA NAGARIK SAHAKARI BANK LTD"
"MODNUR","Orbit9 IT Solutions"
"MODOTP","MOD MART"
"MODREG","MOD MART"
"MODSMS","MOD MART"
"MOEFCC","National Informatics Centre Services Inc"
"MOFFEE","Moffee Works Private Limited"
"MOFLAS","Motilal Oswal Financial services limited"
"MOFSHR","Motilal Oswal Financial services limited"
"MOGBNK","THE MOGAVEERA COOPERATIVE BANK LTD"
"MOGLIX","MOGLI LABS (INDIA) PRIVATE LIMITED"
"MOHAND","Mohan Dai Oswal Cancer treatment and research Foundation"
"MOHANM","Mohan Medicals"
"MOHAST","MOHAN ASTROLOGY"
"MOHAUA","National Informatics Centre Services Inc"
"MOHFHL","Motilal Oswal Financial services limited"
"MOHFIN","Motilal Oswal Financial services limited"
"MOHINI","Mohini Jwellers"
"MOHMED","Mohan Medicals"
"MOHOOD","RHEA HEALTHCARE PVT LTD"
"MOJINI","Directorate of Electronic Delivery of Citizen Services"
"MOJOPI","PONCHO HOSPITALITY PRIVATE LIMITED"
"MOJOPZ","PONCHO HOSPITALITY PRIVATE LIMITED"
"MOJOTR","PONCHO HOSPITALITY PRIVATE LIMITED"
"MOKSHT","Moksh Techno"
"MOMAAY","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"MOMAFC","National Informatics Centre Services Inc"
"MOMAIT","SHREE MOMAI TRANSPORT"
"MOMORA","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"MOMPRE","Maduve Oota Movie"
"MOMSCO","AMISHI CONSUMER TECHNOLOGIES PRIVATE LIMITED"
"MOMSFT","MOMENTUM SOFTWARE"
"MOMWLD","EMMBROS OVERSEAS LIFESTYLE PVT LTD"
"MONEKY","Lastlap Private Limited"
"MONEXO","MONEXO FINTECH PRIVATE LIMITED"
"MONEYI","MONEYITES GLOBAL RESEARCH"
"MONEYL","GANESH LEASFIN"
"MONEYP","Moneypalm Investment Solutions Pvt Ltd"
"MONICA","Santamonica Study Abroad Pvt Ltd"
"MONITR","SPOCTO SOLUTIONS LLP"
"MONJOB","MONSTER.COM (INDIA) PVT LTD"
"MONOTP","MONSTER.COM (INDIA) PVT LTD"
"MONSTI","MONSTER.COM (INDIA) PVT LTD"
"MONSTR","MONSTER.COM (INDIA) PVT LTD"
"MONTAP","MWYN Tech Private Limited"
"MONTBI","THE MONT GROUP OF COMPANIES"
"MONTBL","THE MONT GROUP OF COMPANIES"
"MONTCS","TATA Consultancy Services Ltd"
"MONTES","EDUCATIONAL RESEARCH ACADEMY"
"MONTUK","THE MONT GROUP OF COMPANIES"
"MONTVT","TIMES INTERNET LIMITED"
"MONTXN","MONEXO FINTECH PRIVATE LIMITED"
"MONVEW","WHIZDM INNOVATIONS PVT. LTD."
"MONYFY","ROUNDPAY TECHNO MEDIA OPC PVT LTD"
"MONYHR","HECTOR LENDKARO INDIA PRIVATE LIMITED"
"MONYIL","GC Web Ventures Private Limited"
"MONYTP","MWYN Tech Private Limited"
"MONYXL","SEC2PAY INDIA E"
"MOOLAN","MOOLANS FAMILY MART"
"MOPOST","MSEWA SOFTWARE SOLUTION PRIVATE LIMITED"
"MOPTCS","TATA Consultancy Services Ltd"
"MOPWML","Motilal Oswal Financial services limited"
"MORADA","MORADABAD ZILA SAHKARI BANK LTD"
"MORAIN","MAGNUM OPUS IT COUNSULTING PRIVATE LIMITED"
"MORBIT","MICROMAX INFORMATICS LTD"
"MORDGS","Ministry of Rural Deveopment"
"MOREAL","Motilal Oswal Financial services limited"
"MOREDC","MORE RETAIL LIMITED"
"MOREII","ACL MOBILE LIMITED"
"MORING","MORINGO ORGANICS PRIVATE LIMITED"
"MORTHI","MOORTHI FINANCIAL SERVICES"
"MOSACE","Motilal Oswal Financial services limited"
"MOSADV","Motilal Oswal Financial services limited"
"MOSAIC","GO 2 MARKET INDIA PRIVATE LIMITED"
"MOSAPP","Motilal Oswal Financial services limited"
"MOSBNK","Motilal Oswal Financial services limited"
"MOSCOM","Motilal Oswal Financial services limited"
"MOSCRM","Motilal Oswal Financial services limited"
"MOSKYC","Motilal Oswal Financial services limited"
"MOSLAO","Motilal Oswal Financial services limited"
"MOSLBO","Motilal Oswal Financial services limited"
"MOSLDP","Motilal Oswal Financial services limited"
"MOSLIN","Motilal Oswal Financial services limited"
"MOSLMF","Motilal Oswal Financial services limited"
"MOSMNR","Motilal Oswal Financial services limited"
"MOSMOS","MOS UTILITY PVT LTD"
"MOSRKR","ELECTRTONICS AND INFORMATION TECHNOLOGY DEPARTMENT,GOVERNMENT OF ODISHA"
"MOSRMS","Motilal Oswal Financial services limited"
"MOSSIP","Motilal Oswal Financial services limited"
"MOSSMS","MOS UTILITY PVT LTD"
"MOSTGS","Motilal Oswal Financial services limited"
"MOSTIP","Motilal Oswal Financial services limited"
"MOSTPS","Motilal Oswal Financial services limited"
"MOSTRA","MOBISHASTRA TECHNOLOGIES PRIVATE LIMITED"
"MOSWEB","Motilal Oswal Financial services limited"
"MOTACH","MOTA CHASHMA"
"MOTECH","MOBISHASTRA TECHNOLOGIES PRIVATE LIMITED"
"MOTHER","RHEA HEALTHCARE PVT LTD"
"MOTHRD","RHEA HEALTHCARE PVT LTD"
"MOTIAL","Motilal Oswal Financial services limited"
"MOTILA","Motilal Oswal Financial services limited"
"MOTION","MOTION EDUCATION PRIVATE LIMITED"
"MOTIPL","MOTISONS SHARES PRIVATE LIMITED"
"MOTLAL","Motilal Oswal Financial services limited"
"MOTOBH","BHARAT AUTO AGENCIES PRIVATE LIMITED"
"MOTOOD","RHEA HEALTHCARE PVT LTD"
"MOTOPB","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"MOTRDS","Motilal Oswal Financial services limited"
"MOTRHD","RHEA HEALTHCARE PVT LTD"
"MOTSMS","National Informatics Centre Services Inc"
"MOTURI","SRI CHAKRA TECH SOLUTIONS"
"MOUNTN","MOUNTAIN RANGE PROPERTIES & RESORTS PVT. LTD"
"MOUNTO","Candour Systems"
"MOUNTS","KKM GOLD"
"MOVERS","multibagger securities research & advisory private limited"
"MOVSMS","MOVESMS SOLUTIONS"
"MOWBNR","Motilal Oswal Financial services limited"
"MPAANI","MPAANI SOLUTIONS PVT LTD"
