"Header","Principal Entity Name"
"MARDAS","MARDA ESTATES PRIVATE LIMITED"
"MARENA","MARUTI SUZUKI INDIA LIMITED"
"MARGEQ","MARG ERP LIMITED"
"MARGIN","Bizcrum Infotech Private Limited"
"MARGSM","BALAJI SOFTWARE SOLUTION"
"MARGSW","MARG ERP LIMITED"
"MARICO","MARICO LIMITED"
"MARKEL","Markelytics Solutions India Private limited"
"MARLTD","MARICO LIMITED"
"MARREG","National Informatics Centre Services Inc"
"MARROW","NEUROGLIA HEALTH PRIVATE LIMITED"
"MARSCB","MARUTHONKARA SERVICE CO OPERATIVE BANK"
"MARSFD","MARSFOODS INC"
"MARSFO","MARSFOODS INC"
"MARSLV","Hospital"
"MARTEC","Vinbox Martech Private Limited"
"MARTOP","Margintop Technologies Pvt Ltd"
"MARTYR","National Informatics Centre Services Inc"
"MARUTI","MARUTI INSURANCE BROKING PRIVATE LIMITE"
"MARUTM","Maruti Mobile"
"MARWDI","MARWADI STORES EXTENSION"
"MARWET","MARWET PETROLEUM AGENCY"
"MARYJR","ST. MARY'S SCHOOL, JAJPUR ROAD"
"MARYSM","Matrisms.com"
"MASCOT","Smart Vidyalayas"
"MASECT","Rajya Sabha Secretariat"
"MASJID","ASPIRE ENTERPRISES"
"MASKAA","KUTCH DISTRICT CO OPERATIVE MILK PRODUCERS UNION LTD"
"MASMOV","INTEGRATED RED CHERRY SOLUTIONS PRIVATE LIMITED"
"MASOFT","MANZA SOFT"
"MASTER","Master Capital Services Ltd."
"MASTRO","MOHAN ASTROLOGY"
"MATADI","EAGLE EYE SOLUTION PRIVATE LIMITED"
"MATCHF","Matchfinder Online Services Private Limited"
"MATDIR","Matrimony.com Limited"
"MATLIA","Matalia Stock Broking Private Limited"
"MATNCY","Devashish Bajaj"
"MATRAD","M. A. TRADING COMPANY"
"MATRIX","MATRIX CELLULAR (INTERNATIONAL) SERVICES LIMITED"
"MATRXX","MATRIX MOTORS"
"MATTRS","Mosaic Wellness Private Limited"
"MAUSAM","INDIAN METEOROLOGICAL DEPARTMENT"
"MAVIYA","MALVIYA URBAN CO"
"MAVRCK","MAVERICK SHARE BROKERS PRIVATE LIMITED"
"MAVSNG","MAHARASHTRA ARYA VAISHYA SAMAJ"
"MAXAGN","Max Life Insurance Company Ltd"
"MAXAMB","Max Healthcare Institute Limited"
"MAXAPP","Max Healthcare Institute Limited"
"MAXBHT","Max Healthcare Institute Limited"
"MAXBIT","INDOFIL INDUSTRIES LIMITED"
"MAXBTH","Max Healthcare Institute Limited"
"MAXBUP","MAX BUPA HEALTH INSURANCE COMPANY LTD."
"MAXCMS","Max Healthcare Institute Limited"
"MAXCRM","Max Healthcare Institute Limited"
"MAXDDF","Max Healthcare Institute Limited"
"MAXDDN","Max Healthcare Institute Limited"
"MAXDIG","Max Healthcare Institute Limited"
"MAXELG","LAKSHMI ENGINEERING PRODUCTS"
"MAXENR","MAXENER WELLNESS PRIVATE LIMITED"
"MAXEPE","AMAZURE COUPONS"
"MAXERS","Max Healthcare Institute Limited"
"MAXFIN","Max Healthcare Institute Limited"
"MAXFSN","LIFESTYLE INTERNATIONAL PRIVATE LIMITED"
"MAXGGN","Max Healthcare Institute Limited"
"MAXGND","Max Healthcare Institute Limited"
"MAXHBT","Max Healthcare Institute Limited"
"MAXHLT","Max Healthcare Institute Limited"
"MAXHME","GYANWAVE IT CONSULTANCY PRIVATE LIMITED"
"MAXHOG","Max Healthcare Institute Limited"
"MAXHOM","Max Healthcare Institute Limited"
"MAXHRD","Max Healthcare Institute Limited"
"MAXHRM","Max Healthcare Institute Limited"
"MAXIMI","Max Healthcare Institute Limited"
"MAXINS","Max Life Insurance Company Ltd"
"MAXITS","Max Healthcare Institute Limited"
"MAXLAB","Max Healthcare Institute Limited"
"MAXLHR","Max Life Insurance Company Ltd"
"MAXLIF","Max Life Insurance Company Ltd"
"MAXLIT","Max Life Insurance Company Ltd"
"MAXLPN","Max Healthcare Institute Limited"
"MAXMHC","Max Healthcare Institute Limited"
"MAXMHL","Max Healthcare Institute Limited"
"MAXMKT","Max Healthcare Institute Limited"
"MAXMOH","Max Healthcare Institute Limited"
"MAXMON","Max Healthcare Institute Limited"
"MAXMSS","Max Healthcare Institute Limited"
"MAXMVR","MAX MOVERS"
"MAXNDA","Max Healthcare Institute Limited"
"MAXNER","MAXENER WELLNESS PRIVATE LIMITED"
"MAXNUR","GYANWAVE IT CONSULTANCY PRIVATE LIMITED"
"MAXOTP","Max Healthcare Institute Limited"
"MAXPFS","PURACKAL FASHIONS"
"MAXPHS","Max Healthcare Institute Limited"
"MAXPPA","Max Healthcare Institute Limited"
"MAXPPG","Max Healthcare Institute Limited"
"MAXPPN","Max Healthcare Institute Limited"
"MAXPPS","Max Healthcare Institute Limited"
"MAXPSH","Max Healthcare Institute Limited"
"MAXSCE","Max Healthcare Institute Limited"
"MAXSCH","Max Healthcare Institute Limited"
"MAXSHB","Max Healthcare Institute Limited"
"MAXSKT","Max Healthcare Institute Limited"
"MAXSLD","Max Life Insurance Company Ltd"
"MAXSMT","Max Healthcare Institute Limited"
"MAXVSH","Max Healthcare Institute Limited"
"MAXXIC","EVERYONIC MAXXIC DIGITALEY"
"MAYANI","The Mayani Urban Co Op Bank Ltd. Mayani"
"MAYIMS","Mayim Systech India Private Limited"
"MAYOIN","MAYO COLLEGE GENERAL COUNCIL"
"MAYURE","MAYUR HOME APPLIANCES"
"MAZHVL","THE MALAYALA MANORAMA COMPANY LTD"
"MBAADM","NARI TECHNOLOGIES PRIVATE LIMITED"
"MBAFNA","ABCN TECHNOLOGIES PRIVATE LIMITED"
"MBAJIM","Seth Anandram Jaipuria Education Society"
"MBALRT","MOBISOFT SOLUTIONS"
"MBAPGD","NARI TECHNOLOGIES PRIVATE LIMITED"
"MBASNR","Schoolsindia Services Pvt. Ltd"
"MBAZAR","Matrimony.com Limited"
"MBBSRU","NISSAN STUDY SERVICES PVT LTD"
"MBDAPP","MALABAR GOLD PVT LTD"
"MBDLJP","MANGLAM BUILD"
"MBDLTD","MANGLAM BUILD"
"MBEXPO","Brahmani Events and Exhibitions Pvt Ltd"
"MBFUEL","Bright Lifecare Private Limited"
"MBGOLD","MALABAR GOLD PVT LTD"
"MBGRUP","MALABAR GOLD PVT LTD"
"MBIMPS","MUZAFFARNAGAR DISTRICT COOPERATIVE BANK LTD."
"MBISOL","Usha Singh"
"MBIZOM","Mobisy Technologies Private Limited"
"MBJOBS","MALABAR GOLD PVT LTD"
"MBNSCH","SAVARNA CLOUDTECH PVT LTD"
"MBNVSS","KG DIGITAL SOLUTIONS"
"MBROWN","MR BROWN BAKERY & FOOD PRODUCTS PRIVATE LIMITED"
"MBSERV","MOBISOFT SOLUTIONS"
"MBSEVA","Centre for development of Advanced computing"
"MBSOLT","MOBISOFT SOLUTIONS"
"MBSOTP","MOBISOFT SOLUTIONS"
"MBSSMS","Creditas Solutions Private Limited"
"MBTECH","Mobitech Communications"
"MBTEST","Syndicate Bank"
"MBTRNS","MOBISOFT SOLUTIONS"
"MBUDDY","Medi Assist Healthcare Services Ltd"
"MBWARE","MOBILEWARE TECHNOLOGIES PRIVATE LIMITED"
"MCAINV","National Informatics Centre Services Inc"
"MCAPEX","THE MEGHALAYA COOPERATIVE APEX BANK LTD."
"MCARIQ","CARIQ TECHNOLOGIES PRIVATE LIMITED"
"MCARLO","MONTE CARLO FASHIONS LIMITED"
"MCATMB","National Informatics Centre Services Inc"
"MCBANK","THE MUNICIPAL CO OPERATIVE BANK LTD MUMBAI"
"MCBATM","MANSING CO OPERATIVE BANK LTD DUDHONDI"
"MCBBNK","THE MUNICIPAL CO OPERATIVE BANK LTD MUMBAI"
"MCBLTD","MANSING CO OPERATIVE BANK LTD DUDHONDI"
"MCBNSK","SHREE MAHESH CO OP BANK LTD"
"MCBOTP","MANSING CO OPERATIVE BANK LTD DUDHONDI"
"MCBPLR","Marwadi Shares and Finance Ltd."
"MCBSPL","MEGHBELA CABLE & BROADBAND SERVICES PRIVATE LIMITED"
"MCBTRN","MANSING CO OPERATIVE BANK LTD DUDHONDI"
"MCCBNK","THE MANGALORE CATHOLIC COOPERATIVE BANK"
"MCCCHD","CHANDIGARH SMART CITY LIMITED"
"MCCHSS","INFOGEM WEB SOLUTIONS PRIVATE LIMITED"
"MCCLUB","MONTE CARLO FASHIONS LIMITED"
"MCCRIS","MITSUBISHI CORPORATION INDIA PVT LTD"
"MCDCCB","THE MYSORE AND CHAMARAJANAGAR DISTRICT CO OPERATIVE CENTRAL BANK LIMITED"
"MCDDEL","Ingenico ePayment India Private Limited"
"MCDLVY","HARDCASTLE RESTAURANTS PVT LTD"
"MCDNLD","HARDCASTLE RESTAURANTS PVT LTD"
"MCDSMS","SOUTH DELHI MUNICIPAL CORPORATION"
"MCEKNI","MADHUR SALES PRIVATE LIMITED"
"MCEKNO","MADHUR SALES PRIVATE LIMITED"
"MCFPVT","Margadarsi Chit Fund Pvt Ltd."
"MCGBND","MUNICIPAL CORPORATION GURUGRAM"
"MCGEDU","Elpis Technology Solutions Private Limited"
"MCGGGN","MUNICIPAL CORPORATION GURUGRAM"
"MCGIND","Elpis Technology Solutions Private Limited"
"MCGMAQ","GOVERNMENT OF MAHARASHTRA ( DIRECTORATE OF INFORMATION TECHNOLOGY)"
"MCGMHR","MUNICIPAL CORPORATION OF GREATER MUMBAI"
"MCGMPR","MUNICIPAL CORPORATION OF GREATER MUMBAI"
"MCGMTA","MUNICIPAL CORPORATION OF GREATER MUMBAI"
"MCGMWC","MUNICIPAL CORPORATION OF GREATER MUMBAI"
"MCHAMP","MCHAMP ENTERTAINMENT PRIVATE LIMITED"
"MCHICL","ManipalCigna Health Insurance Company Ltd"
"MCHINA","SPECIALITY RESTAURANTS LIMITED"
"MCHITS","MANAPPURAM CHITS KARNATAKA PRIVATE LIMITED"
"MCHMOV","Matchmove India Private Limited"
"MCHTUR","M CHATURBHUJ FABRICS"
"MCIDUN","MCIIITJEE"
"MCIJEE","MCIIITJEE"
"MCIMYS","MYSORE CREDIT INVESTMENTS (REGD)"
"MCINSU","Devashish Bajaj"
"MCIPMT","MCIIITJEE"
"MCLBCD","MOVE CASHLESS INDIA"
"MCLBLZ","Bright Lifecare Private Limited"
"MCLCSP","MOVE CASHLESS INDIA"
"MCLIND","MOVE CASHLESS INDIA"
"MCLLTD","MARKET CREATORS LIMITED"
"MCLOTH","MODERN CLOTH CENTER"
"MCLTDR","National Informatics Centre Services Inc"
"MCMLSP","MCM LIFE STYLE"
"MCNBBK","MAHILA COOP NAGRIK BANK LTD"
"MCOBNK","MANINAGAR CO.OP. BANK LTD."
"MCONEC","FINANCIAL SOFTWARE AND SYSTEMS PRIVATE LIMITED"
"MCORDS","MedCords Healthcare Solutions Private Limited"
"MCPLHO","MAITRA COMMODITIES PVT LTD"
"MCRAFT","Media Craft Techno Solutions"
"MCRHRD","Centre for Good Governance"
"MCROCS","Metro Brands Limited"
"MCRPAT","Manchar Nagari Sahakari Patsanstha Maryadit"
"MCSASN","National Informatics Centre Services Inc"
"MCSJPR","THE INSTITUTE OF CHARTERED ACCOUNTANTS OF INDIA"
"MCSKNP","MUKESH CHANDRA AND SONS"
"MCSKOZ","MULAMOOTTIL FINANCIERS LIMITED"
"MCSLTD","MUTHOOT CAPITAL SERVICES LTD"
"MCSSMS","Creditas Solutions Private Limited"
"MCSSMY","MYSOR CREDIT SOUHARDA SL"
"MCTMGD","MALABAR GOLD PVT LTD"
"MCUBBK","THE MAHARAJA CO"
"MCUBLH","MAHAVEER CO OP URBAN BANK LTD"
"MCUBNK","MANJERI COOPERATIVE URBAN BANK LTD"
"MCURAS","MCURA MOBILE HEALTH PRIVATE LIMITED"
"MCXARB","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXCNS","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXCSQ","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXGRP","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXIGS","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXIND","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXINS","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXIPF","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXLTD","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXOPS","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXOTP","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXSPT","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCXTRD","MULTI COMMODITY EXCHANGE OF INDIA LIMITED"
"MCYNRJ","Pinnacle Software Solutions"
"MDAIRY","Richium India Private Limited"
"MDCARE","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDCBBC","V"
"MDCBKL","Mahesana District Co Op Bank"
"MDCBNK","Mahesana District Co Op Bank"
"MDCCBK","THE MADURAI DISTRICT CENTRAL CO OPERATIVE"
"MDDLFE","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDEARO","MAHINDRA FIRST CHOICE SERVICES LIMITED"
"MDFVPL","Mother Dairy Fruit and Vegetable Pvt. Ltd."
"MDGIPR","DIRECTOR OF GENERAL OF INFORMATION AND PUBLIC RELATIONS MH"
"MDHARA","Mother Dairy Fruit and Vegetable Pvt. Ltd."
"MDICRM","Mother Dairy Fruit and Vegetable Pvt. Ltd."
"MDIGIT","Morning Digital pvt ltd"
"MDINDA","MDIndia Health Insurance TPA Pvt. Ltd."
"MDINFO","MODERN INFORMATICS PRIVATE LIMITED"
"MDIRMS","Mother Dairy Fruit and Vegetable Pvt. Ltd."
"MDKNSB","KOTA NAGRIK SAHKARI BANK LTD"
"MDKPOL","National Informatics Centre Services Inc"
"MDKWIK","ANAND PROPERTY FINANCE LIMITED"
"MDLAAB","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLABS","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLABT","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLEXP","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLFLB","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLIEF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLIFE","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLIFF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MDLMBI","National Informatics Centre Services Inc"
"MDLUCB","MUDGAL URBAN CO OPERATIVE BANK LTD. MUDGAL"
"MDMART","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MDMDSE","APCFSS"
"MDMILK","Mother Dairy Fruit and Vegetable Pvt. Ltd."
"MDMODI","National Informatics Centre Services Inc"
"MDMSBK","MANN DESHI MAHILA SAHAKARI BANK LTD., MHASWAD"
"MDMTRY","ARISUN INTERNET SERVICES PRIVATE LIMITED"
"MDNOAK","Rebel Foods Pvt Ltd"
"MDOCTR","Mohan Dai Oswal Cancer treatment and research Foundation"
"MDONER","National Informatics Centre Services Inc"
"MDORDR","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MDPLUS","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MDRSMS","National Informatics Centre Services Inc"
"MDSFAL","Mother Dairy Fruit and Vegetable Pvt. Ltd."
"MDSKUS","MARISHDA SKUS LTD"
"MDSTRA","MARUTI SUZUKI INDIA LIMITED"
"MDTDEM","MY DREAMS TECHNOLOGY"
"MDTION","QUADRANT TELEVENTURES LTD."
"MDUATK","Vedhan Technology and Solutions"
"MDVDPL","VERA DEVELOPERS PVT. LTD."
"MDVERA","VERA DEVELOPERS PVT. LTD."
"MEALFL","PONCHO HOSPITALITY PRIVATE LIMITED"
"MEASMS","National Informatics Centre Services Inc"
"MEAXPD","Ministry of External Affairs"
"MEBOSE","National Informatics Centre Services Inc"
"MECBSE","National Informatics Centre Services Inc"
"MECHTV","T7E Aftermarket Connect Pvt Ltd"
"MECHYD","Mahindra Educational Institutions"
"MECMNT","Fashnear Technologies Private Limited"
"MEDALL","MEDALL HEALTHCARE PVT LTD"
"MEDALY","Medially"
"MEDBIZ","Healthvista India Private limited"
"MEDCAL","VANSUN MEDIATECH PRIVATE LIMITED"
"MEDCARE","VIPUL MEDCARE PRIVATE LIMITED"
"MEDCHK","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDDLF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDEPR","National Informatics Centre Services Inc"
"MEDFIL","MEDFILE"
"MEDGIN","SAKSHAM INNOVATIONS PRIVATE LIMITED"
"MEDHAM","PNR Education Pvt Ltd"
"MEDIAT","MEDIATECHTEMPLE"
"MEDICA","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDICF","MEDIC TFHC PVT LTD"
"MEDICL","National Informatics Centre Services Inc"
"MEDICN","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDICO","DELHI ACADEMY OF MEDICAL SCIENCES PRIVATE LIMITED"
"MEDIND","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEDIPL","PARK HOSPITALS"
"MEDIWB","medi web"
"MEDLAB","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDLBZ","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDLEF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDLFE","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDLFF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDLIF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDLUK","Medanta Holdings Private Limited"
"MEDLYF","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDMHS","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEDMRT","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEDNOW","MEDLIFE WELLNESS RETAIL PRIVATE LIMITED"
"MEDNTA","Global Health Private Limited"
"MEDORD","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEDOTP","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEDPJB","National Informatics Centre Services Inc"
"MEDPLS","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEDREC","INTEGRATED HEADQUARTERS OF MOD (NAVY)"
"MEDSAV","MEDSAVE HEALTH INSURANCE TPA LTD."
"MEDSMS","ARTZSOURCE EXPORTS LLP"
"MEDTKR","PNR Education Pvt Ltd"
"MEDVAR","STRIKER SOFT SOLUTIONS PVT LTD"
"MEDWEB","OPTIVAL HEALTH SOLUTIONS PRIVATE LIMITED"
"MEEAPP","Fashnear Technologies Private Limited"
"MEECMN","Fashnear Technologies Private Limited"
"MEECMT","Fashnear Technologies Private Limited"
"MEEGAL","Invader Technologies Pvt Ltd"
"MEENAB","MEENA BAZAAR"
"MEENAP","MEENAKSHI PUBLICITY"
"MEENEW","Fashnear Technologies Private Limited"
"MEENOW","Fashnear Technologies Private Limited"
"MEEOFF","Fashnear Technologies Private Limited"
"MEEOFR","Fashnear Technologies Private Limited"
"MEEOTP","Fashnear Technologies Private Limited"
"MEEREF","Fashnear Technologies Private Limited"
"MEESBR","Fashnear Technologies Private Limited"
"MEESEV","DIRECTOR EDS ANDHRA PRADESH (MEESSEVA)"
"MEESHO","Fashnear Technologies Private Limited"
"MEESMT","Fashnear Technologies Private Limited"
"MEESTR","Fashnear Technologies Private Limited"
"MEETAR","MEETA R SHAH"
"MEEWIN","Fashnear Technologies Private Limited"
"MEFCMS","National Informatics Centre Services Inc"
"MEFGIR","MARWADI EDUCATION FOUNDATION"
"MEGACL","MEGA CALIBRE ENTERPRISES PRIVATE LIMITED"
"MEGAGR","National Informatics Centre Services Inc"
"MEGAMB","National Informatics Centre Services Inc"
"MEGASP","MEGASHOP RETAIL LLP"
"MEGCEO","National Informatics Centre Services Inc"
"MEGDCA","National Informatics Centre Services Inc"
"MEGGOV","National Informatics Centre Services Inc"
"MEGHAM","INTOWN SOLUTIONS"
"MEGHBB","HUNGAMA DIGITAL MEDIA ENTERTAINMENT PVT LTD"
"MEGHOL","National Informatics Centre Services Inc"
"MEGIFT","BLUE SKY ROOFTOP SOLAR"
"MEGLAW","National Informatics Centre Services Inc"
"MEGMLA","National Informatics Centre Services Inc"
"MEGPCB","National Informatics Centre Services Inc"
"MEGPLR","National Informatics Centre Services Inc"
"MEGRRB","MEGHALAYA RURAL BANK"
"MEGVAT","National Informatics Centre Services Inc"
"MEHAAT","National Informatics Centre Services Inc"
"MEHINA","ME"
"MEHINF","ME"
"MEHING","ME"
"MEHINM","ME"
"MEHINR","ME"
"MEHINT","ME"
"MEHKOZ","MULAMOOTTIL FINANCIERS LIMITED"
"MEILSM","STRIKER SOFT SOLUTIONS PVT LTD"
"MEITYP","National Informatics Centre Services Inc"
"MEKDIA","MEHAK"
"MEKOSM","DIRECTOR EDS ANDHRA PRADESH (MEESSEVA)"
"MEKOTA","MOTION EDUCATION PRIVATE LIMITED"
"MELITE","Matrimony.com Limited"
"MELLOW","VERVE MOBILE PRIVATE LIMITED"
"MELNGE","LIFESTYLE INTERNATIONAL PRIVATE LIMITED"
"MEMAAP","Kistone Digital Technology Solutions Private Limited"
"MENABZ","MEENA BAZAAR"
"MENDUF","MENACHERRY INDUSTRIES"
"MENIND","MENACHERRY INDUSTRIES"
"MENMOM","ME N MOMS PRIVATE LIMITED"
"MENRNI","A. Menarini India Pvt Ltd"
"MENSON","MENSON (INDIA) PRIVATE LIMITED"
"MENSXP","TIMES INTERNET LIMITED"
"MEOILK","Mahesh Edible Oil Industries Limited"
"MEPCEN","DHANUSH ENGGSERVICES INDIA PRIVATE LIMITED"
"MEPIFR","V.R. Infosoft Solution Pvt Ltd"
"MEPJOB","DHANUSH ENGGSERVICES INDIA PRIVATE LIMITED"
"MEPLMS","DHANUSH ENGGSERVICES INDIA PRIVATE LIMITED"
"MEPLUS","EBUDDY SOLUTIONS PRIVATE LIMITED"
"MEPROC","Directorate of Electronic Delivery of Citizen Services"
"MERACA","CAPRICON MERACASHIER PRIVATE LIMITED"
"MERCB","Meru Mobility Tech Private Limited"
"MERCRT","MERRICART24 NUTRIENTS PVT LTD"
"MERCRY","MERCURY PLAST INDUSTRIES"
"MERCSA","Silver Arrow Automobiles Private Limited"
"MERITN","APPLECT LEARNING SYSTEMS PVT LTD"
"MERUBZ","Meru Mobility Tech Private Limited"
"MERUCAB","Meru Mobility Tech Private Limited"
"MERUCB","Meru Mobility Tech Private Limited"
"MERUDC","Meru Mobility Tech Private Limited"
"MERUFB","Meru Mobility Tech Private Limited"
"MERUIN","Meru Mobility Tech Private Limited"
"MERUKOL","Meru Mobility Tech Private Limited"
"MERUOTP","Meru Mobility Tech Private Limited"
"MERUPG","Meru Mobility Tech Private Limited"
"MERUPL","Meru Mobility Tech Private Limited"
"MERUPR","Meru Mobility Tech Private Limited"
"MERUPRO","Meru Mobility Tech Private Limited"
"MESAGE","Vadilal Industries Limited"
"MESCOM","Directorate of Electronic Delivery of Citizen Services"
"MESEVA","DIRECTOR EDS ANDHRA PRADESH (MEESSEVA)"
"METANE","META NEET ACADEMY"
"METASL","Meta SoftLab"
"METCCI","Metro Cash & Carry India Private Limited"
"METCOM","PNB Metlife India Insurance Company Ltd."
"METDIN","METDINE ONLINE SERVICES PRIVATE LIMITED"
"METEPD","PNB Metlife India Insurance Company Ltd."
"METLAB","Metropolis Healthcare Limited"
"METROH","METRO SPECIALITY HOSPITALS PRIVATE LIMITED"
"METROP","METRO FABRICS"
"METROS","Metro Brands Limited"
"METROW","Metro Cash & Carry India Private Limited"
"METTUR","METTUR SUPER SERVCIES"
"METWEL","PNB Metlife India Insurance Company Ltd."
"MEWRLD","MIRA ENTERPRISES"
"MEZUNA","SPECIALITY RESTAURANTS LIMITED"
"MFAIRY","matta traders"
"MFCNGL","BUYSMS"
"MFCSLT","MAHINDRA FIRST CHOICE SERVICES LIMITED"
"MFDFMP","National Informatics Centre Services Inc"
"MFDSMS","MAHARASHTRA FOREST. DEPARTMENT"
"MFDUBK","MAHATMA FULE URBAN CO OPERATIVE BANK LTD AMRAVATI"
"MFEACC","Myforexeye Fintech Private Limited"
"MFEALE","Myforexeye Fintech Private Limited"
"MFEIOT","Tata Communications Limited"
"MFELOG","Myforexeye Fintech Private Limited"
"MFETRA","Myforexeye Fintech Private Limited"
"MFGMAT","Reliance Industries Limited"
"MFGOTP","MEGA FANTASY GAME PRIVATE LIMITED"
"MFHSBC","ACL MOBILE LIMITED"
"MFIPRU","ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED"
"MFLHIL","MANAPPURAM FINANCE LTD"
"MFLOAN","MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD"
"MFLOGL","MANAPPURAM FINANCE LTD"
"MFLTLN","MANAPPURAM FINANCE LTD"
"MFNEST","MAHESH GRUH UDYOG"
"MFORDR","FABNIC ENTERPRISES"
"MFRONT","MONEYMAP INVESTMENT ADVISORS PRIVATE LIMITED"
"MFRTRN","ACL MOBILE LIMITED"
"MFSHOP","MANI SQUARE ESERVICES"
"MFSLFX","Mecklai Financial Services Pvt. Ltd."
"MFUTIL","MF UTILITIES INDIA PRIVATE LIMITED"
"MFUTXN","MF UTILITIES INDIA PRIVATE LIMITED"
"MFYOUU","SYON SOFTTECH PVT LTD"
"MGAANA","Gamma Gaana Limited"
"MGANNA","Gamma gaana limited"
"MGBBNK","MAHARASHTRA GRAMIN BANK"
"MGBCRM","MAGICBRICKS REALTY SERVICES LIMITED"
"MGBSMS","DAKSHIN BIHAR GRAMIN BANK"
"MGCBRK","MAGICBRICKS REALTY SERVICES LIMITED"
"MGCHRI","Vizag Hospital & Cancer Research Centre Private Limited"
"MGCLCS","Vivish Technologies Private Limited"
"MGCSMS","MAGIC SMS"
"MGDAPP","MALABAR GOLD PVT LTD"
"MGDCRM","MALABAR GOLD PVT LTD"
"MGDINV","MALABAR GOLD PVT LTD"
"MGDMGR","MALABAR GOLD PVT LTD"
"MGETIT","Reliance Jio Infocomm Limited"
"MGFSAL","OS DIGITAL"
"MGFTOY","OS DIGITAL"
"MGFTPG","OS DIGITAL"
"MGGURU","MG FUNDS PRIVATE LIMITED"
"MGIFTS","BLUE SKY ROOFTOP SOLAR"
"MGLAMM","Sanghvi Beauty & Technologies Private Limited"
"MGLCDR","MAANGALYA SHOPPING MALL"
"MGLITZ","DIGIGLITZ TECHNOLOGIES PVT. LTD."
"MGLLTD","MAHANAGAR GAS LIMITED"
"MGLVPM","MAANGALYA SHOPPING MALL"
"MGMIHS","MGM Institute of Health Sciences"
"MGNSIT","MAGNUS IT SOLUTIONS PRIVATE LIMITED"
"MGOAPI","Go Processing Limited"
"MGOPOS","Go Processing Limited"
"MGORDR","1MG TECHNOLOGIES PRIVATE LIMITED"
"MGOVTS","COMMISSIONER ELECTRONIC SERVICE DELIVERY (MEESEVA)"
"MGRBBK","MEGHALAYA RURAL BANK"
"MGRTAK","Machwan Communication and Research Pvt Ltd"
"MGSBBK","THE MEGHALAYA COOPERATIVE APEX BANK LTD."
"MGSMAT","Heptahives Software Solutions"
"MGSUEX","V.R. Infosoft Solution Pvt Ltd"
"MGTGNT","PJ VENTURES INDIA PRIVATE LIMITED"
"MGVCLG","MADHYA GUJARAT VIJ COMPANY LIMITED"
"MGVCLIT","MADHYA GUJARAT VIJ COMPANY LIMITED"
"MHACEP","National Informatics Centre Services Inc"
"MHACIS","National Informatics Centre Services Inc"
"MHADEV","MAHADEV CREATION"
